catologNumber,country,locationID,decimalLatitude,decimalLongitude,eventDate,verbatimDepth,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,taxonID,scientificName,acceptedNameUsage ,acceptedNameUsageID,individualCount,Abundance,wet weight biomass,Zoobenth_tax_ww_biomass
907,Italy,27,43.79455001,13.1917,2022-11-28,10.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_910,30 min haul duration,0.0345716998,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"110,628","3,199,958.25","1,530.83","44,279.76"
908,Italy,28,43.79144999,13.3785,2022-11-28,20 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_911,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,5,134.28,0.06,1.56
909,Italy,31,43.57360001,13.63520835,2022-11-24,12.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_912,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"16,344","438,936.19",119.34,"3,204.98"
910,Italy,43,45.37113333,12.382575,2022-12-17,37.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_913,12 min haul duration,0.01462565921,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
911,Italy,44,45.46862501,12.71908334,2022-12-17,37.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_914,30 min haul duration,0.03590000048,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
912,Italy,46,44.91009169,12.62675832,2022-12-02,37.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_915,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
913,Italy,47,44.57645833,12.54606667,2022-11-25,19.1500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_916,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,14,375.99,0.14,3.75
914,Italy,48,44.05621667,12.63159167,2022-11-29,14.1500005722045 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_917,30 min haul duration,0.03523943946,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"1,850","52,498.00",1.41,39.97
915,Italy,49,43.58165833,13.76909167,2022-11-24,16.0499992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_918,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,58,"1,557.65",1.04,27.88
916,Italy,55,45.38608333,12.46065,2022-12-17,37.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_919,24 min haul duration,0.02925131842,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
917,Italy,63,44.2017,12.60606667,2022-12-03,11.6499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_920,27 min haul duration,0.0329131186,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"23,098","701,787.06",98.78,"3,001.30"
918,Italy,64,44.13790834,12.53643335,2022-12-03,13.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_921,25 min haul duration,0.0304719191,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"6,334","207,863.52",8.62,282.97
919,Italy,65,44.08533333,12.76245832,2022-11-29,12.3500003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_922,31 min haul duration,0.03778833896,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"15,980","422,881.78",98.51,"2,606.86"
920,Italy,66,43.59685831,13.67527501,2022-11-24,10.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_923,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"72,300","1,941,696.50",549.66,"14,761.66"
921,NA,9,45.01895834,12.92311665,2022-12-02,37.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_924,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
922,NA,13,44.61566668,12.75925833,2022-11-25,37.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_925,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
923,NA,18,44.39451666,12.84378332,2022-11-25,37.6999969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_926,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
924,NA,19,44.446525,13.16180833,2022-12-16,37.6999969482421 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_927,15 min haul duration,0.01828027889,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
925,Italy,29,43.72890832,13.62000001,2022-11-24,37.7000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_928,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
926,Italy,57,45.07383333,12.73445835,2022-12-02,37.7000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_929,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
927,NA,59,44.69676666,12.765625,2022-11-25,38 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_930,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
928,NA,61,44.46091666,12.65917501,2022-11-25,38 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_931,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
929,NA,62,44.44897501,12.73358332,2022-11-25,38.1500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_932,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
930,NA,54,44.26611667,13.07195834,2022-12-06,15.75 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_933,15 min haul duration,0.01761971973,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,71,"4,029.58",0.66,37.63
931,NA,26,44.04568333,13.32749999,2022-11-28,16.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_934,30 min haul duration,0.03590000048,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,45,"1,253.48",0.38,10.71
932,Italy,32,43.65543331,13.80194168,2022-11-24,15.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_935,30 min haul duration,0.0372354798,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,115,"3,088.45",0.70,18.82
933,Italy,36,43.69501667,13.70872498,2022-11-24,17.1499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_936,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,28,765.70,0.11,3.10
934,Italy,66,44.05441667,12.64659166,2023-11-14,11.4499998092651 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_937,30 min haul duration,0.03350906074,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"34,634","1,033,571.19",299.70,"8,943.98"
935,Italy,49,43.58181664,13.76815001,2023-11-14,15.6000003814697 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_938,25 min haul duration,0.03102478012,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,80,"2,578.58",0.55,17.80
936,Italy,31,43.58591665,13.61997503,2023-11-14,12 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_939,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"17,224","471,016.25",150.94,"4,127.78"
937,Italy,1,45.438,12.55454167,2023-11-22,38.1500015258789 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_940,26 min haul duration,0.04903939739,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
938,Italy,2,45.61670834,13.13348333,2023-11-21,38.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_941,30 min haul duration,0.0364959389,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
939,Italy,3,45.6431083,13.49463334,2023-11-21,38.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_942,11 min haul duration,0.01371379942,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
940,Italy,4,45.10475,12.38369166,2023-11-23,38.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_943,30 min haul duration,0.03695546091,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
941,Italy,5,45.15076667,12.51119167,2023-11-23,38.2999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_944,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
942,Italy,8,44.83198331,12.489,2023-11-23,39.2000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_945,30 min haul duration,0.03590000048,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,0,0.00,0.00,0.00
943,Italy,12,44.84040833,12.54471666,2023-11-23,16.4500007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_946,30 min haul duration,0.03789604083,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,44,"1,161.07",0.43,11.22
944,Italy,16,44.28950833,12.38669167,2023-11-18,11.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_947,26 min haul duration,0.03284131736,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"39,462","1,201,596.13",242.35,"7,379.33"
945,Italy,17,44.34185832,12.5551,2023-11-18,10.6499996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_948,28 min haul duration,0.03536868095,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"86,878","2,456,354.00",298.85,"8,449.66"
946,Italy,21,44.14586667,12.76029167,2023-11-18,11.1999998092651 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_949,25 min haul duration,0.03157763928,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"42,959","1,360,424.63",351.29,"11,124.79"
947,Italy,24,43.91421668,13.02725,2023-11-24,11.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_950,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"30,389","831,033.06",247.48,"6,767.84"
948,Italy,25,43.97652502,13.0759,2023-11-24,18.7000007629394 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_951,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,18,492.24,0.10,2.62
949,Italy,27,43.79884167,13.184875,2023-11-24,11.25 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_952,31 min haul duration,0.03984899819,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"35,310","886,095.06",282.28,"7,083.63"
950,Italy,28,43.79000835,13.380375,2023-11-24,14.9499998092651 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_953,30 min haul duration,0.03756576031,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,205,"5,457.10",1.93,51.50
951,Italy,33,43.3879,13.72799164,2023-11-26,13.7999992370605 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_954,13 min haul duration,0.01598986052,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"2,819","176,299.22",3.68,230.01
952,Italy,34,43.35278333,13.89987501,2023-11-26,15.3999996185302 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_955,30 min haul duration,0.03656774014,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,88,"2,406.49",0.47,12.72
953,Italy,37,43.11434167,13.92438332,2023-11-26,11.5 m,SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_956,20 min haul duration,0.02437609993,square kilometre,ANADTRA,Anadara transversa,"Anadara transversa (Say, 1822)",urn:lsid:marinespecies.org:taxname:156734,"27,100","1,111,744.75",162.95,"6,684.90"
